150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	displayorder	129	15	14	12														
150505_1345	2	displayorder	129	16	10	13														
150505_1345	2	displayorder	129	17	23	21														
150505_1345	2	displayorder	129	18	20	22														
150505_1345	2	displayorder	129	19	21	23														
150505_1345	2	displayorder	129	20	24	18														
150505_1345	2	displayorder	129	21	17	19														
150505_1345	2	displayorder	129	22	18	24														
150505_1345	2	displayorder	129	23	19	17														
150505_1345	2	displayorder	129	24	22	20														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	130	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	130	1	1	12.09923913	0	2.5	1	5	5	3.821643287	10.95323991	4.292985972	11.07080783	3.242284569	10.80872934	2	-	4
150505_1345	2	subjects	130	2	1	18.35308553	0	2.5	1	1	3.36993988	5	5.117030775	2.859318637	7.207607018	5	5.117030775	1	-	2
150505_1345	2	subjects	130	3	1	17.30646617	0	2.5	1	1	2.947695391	5	5.117030775	4.872344689	5.241698166	2.859318637	7.207607018	1	-	3
150505_1345	2	subjects	130	4	1	11.05618232	0	2.5	1	1	2.515631263	4.253707415	11.0610105	3.242284569	10.80872934	3.821643287	10.95323991	2	-	3
150505_1345	2	subjects	130	5	1	20.0568845	0	2.5	1	1	4.057314629	2.859318637	7.207607018	5	5.117030775	4.872344689	5.241698166	1	-	4
150505_1345	2	subjects	130	6	1	16.06512692	0	2.5	1	1	2.446893788	4.872344689	5.241698166	5	5.117030775	5	5.117030775	1	-	1
150505_1345	2	subjects	130	7	1	11.5797721	0	2.5	1	1	3.762725451	4.292985972	11.07080783	3.821643287	10.95323991	4.253707415	11.0610105	2	-	2
150505_1345	2	subjects	130	8	1	11.71170024	0	2.5	1	1	4.076953908	3.242284569	10.80872934	4.253707415	11.0610105	4.292985972	11.07080783	2	-	1
150505_1345	2	subjects	130	9	2	11.87522397	0	2.5	1	4	4.018036072	3.63507014	8.231063051	4.548296593	7.786658967	4.4501002	7.834444352	1	-	1
150505_1345	2	subjects	130	10	2	7.818118659	0	2.5	1	1	5	3.890380762	8.106821049	3.998396794	8.054257125	5	7.566846194	2	-	4
150505_1345	2	subjects	130	11	2	8.173778435	0	2.5	1	1	4.18496994	3.929659319	8.087706895	5	7.566846194	3.890380762	8.106821049	2	-	3
150505_1345	2	subjects	130	12	2	11.72857303	0	2.5	1	1	3.703807615	4.18496994	7.963464893	4.4501002	7.834444352	3.63507014	8.231063051	1	-	4
150505_1345	2	subjects	130	13	2	8.366606024	0	2.5	1	1	3.743086172	3.998396794	8.054257125	3.890380762	8.106821049	3.929659319	8.087706895	2	-	2
150505_1345	2	subjects	130	14	2	12.076869	0	2.5	1	2	4.4501002	4.4501002	7.834444352	4.18496994	7.963464893	4.548296593	7.786658967	1	-	2
150505_1345	2	subjects	130	15	2	11.45360254	0	2.5	1	2	3.114629259	4.548296593	7.786658967	3.63507014	8.231063051	4.18496994	7.963464893	1	-	3
150505_1345	2	subjects	130	16	2	8.340895679	0	2.5	1	1	3.802004008	5	7.566846194	3.929659319	8.087706895	3.998396794	8.054257125	2	-	1
150505_1345	2	subjects	130	17	3	12.44508058	0	2.5	1	2	3.713627255	3.664529058	10.42436961	3.536873747	10.40958652	3.77254509	10.43687837	1	-	4
150505_1345	2	subjects	130	18	3	26.79869357	0	2.5	1	1	5	3.006613226	13.37977979	1.386372745	11.55844275	5	15.62057627	2	-	2
150505_1345	2	subjects	130	19	3	12.72308958	0	2.5	1	3	4.135871743	3.536873747	10.40958652	3.664529058	10.42436961	4.842885772	10.56082883	1	-	2
150505_1345	2	subjects	130	20	3	23.07066286	0	2.5	1	2	3.890380762	4.990180361	15.60953786	5	15.62057627	3.006613226	13.37977979	2	-	1
150505_1345	2	subjects	130	21	3	12.45154591	0	2.5	1	1	3.723446894	3.77254509	10.43687837	4.842885772	10.56082883	3.536873747	10.40958652	1	-	1
150505_1345	2	subjects	130	22	3	14.45629806	0	2.5	1	0	1.326382328	5	15.62057627	4.990180361	15.60953786	1.386372745	11.55844275	2	-	3
150505_1345	2	subjects	130	23	3	12.26405146	0	2.5	1	0	3.438677355	4.842885772	10.56082883	3.77254509	10.43687837	3.664529058	10.42436961	1	-	3
150505_1345	2	subjects	130	24	3	15.91152423	0	2.5	1	1	1.759519038	1.386372745	11.55844275	3.006613226	13.37977979	4.990180361	15.60953786	2	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	130	1	4	8														
150505_1345	2	displayorder	130	2	6	3														
150505_1345	2	displayorder	130	3	2	5														
150505_1345	2	displayorder	130	4	7	1														
150505_1345	2	displayorder	130	5	3	6														
150505_1345	2	displayorder	130	6	5	2														
150505_1345	2	displayorder	130	7	8	4														
150505_1345	2	displayorder	130	8	1	7														
150505_1345	2	displayorder	130	9	12	14														
150505_1345	2	displayorder	130	10	11	16														
150505_1345	2	displayorder	130	11	13	10														
150505_1345	2	displayorder	130	12	15	9														
150505_1345	2	displayorder	130	13	16	11														
150505_1345	2	displayorder	130	14	9	15														
150505_1345	2	displayorder	130	15	14	12														
150505_1345	2	displayorder	130	16	10	13														
150505_1345	2	displayorder	130	17	23	21														
150505_1345	2	displayorder	130	18	20	22														
150505_1345	2	displayorder	130	19	21	23														
150505_1345	2	displayorder	130	20	24	18														
150505_1345	2	displayorder	130	21	17	19														
150505_1345	2	displayorder	130	22	18	24														
150505_1345	2	displayorder	130	23	19	17														
150505_1345	2	displayorder	130	24	22	20														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	131	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	131	1	1	7.858891501	0	2.5	1	1	4.970541082	2.515631263	11.05618232	4.076953908	11.71170024	5	12.09923913	2	-	4
150505_1345	2	subjects	131	2	1	13.82012323	0	2.5	1	1	5	2.446893788	16.06512692	2.947695391	17.30646617	3.36993988	18.35308553	1	-	2
150505_1345	2	subjects	131	3	1	12.25211192	0	2.5	1	2	2.947695391	3.36993988	18.35308553	4.057314629	20.0568845	2.947695391	17.30646617	1	-	3
150505_1345	2	subjects	131	4	1	8.50606686	0	2.5	1	3	3.468136273	3.762725451	11.5797721	5	12.09923913	2.515631263	11.05618232	2	-	3
150505_1345	2	subjects	131	5	1	13.26494219	0	2.5	1	2	4.273346693	2.947695391	17.30646617	2.446893788	16.06512692	4.057314629	20.0568845	1	-	4
150505_1345	2	subjects	131	6	1	12.01953609	0	2.5	1	1	2.643286573	4.057314629	20.0568845	3.36993988	18.35308553	2.446893788	16.06512692	1	-	1
150505_1345	2	subjects	131	7	1	8.209973558	0	2.5	1	1	4.155511022	4.076953908	11.71170024	2.515631263	11.05618232	3.762725451	11.5797721	2	-	2
150505_1345	2	subjects	131	8	1	8.222663271	0	2.5	1	1	4.126052104	5	12.09923913	3.762725451	11.5797721	4.076953908	11.71170024	2	-	1
150505_1345	2	subjects	131	9	2	11.03785552	0	2.5	1	2	3.860921844	3.703807615	11.72857303	4.4501002	12.076869	4.018036072	11.87522397	1	-	1
150505_1345	2	subjects	131	10	2	14.66983571	0	2.5	1	5	4.018036072	4.18496994	8.173778435	3.802004008	8.340895679	5	7.818118659	2	-	4
150505_1345	2	subjects	131	11	2	13.92801891	0	2.5	1	1	3.379759519	3.743086172	8.366606024	5	7.818118659	4.18496994	8.173778435	2	-	3
150505_1345	2	subjects	131	12	2	10.99826122	0	2.5	1	3	3.713627255	3.114629259	11.45360254	4.018036072	11.87522397	3.703807615	11.72857303	1	-	4
150505_1345	2	subjects	131	13	2	13.61987963	0	2.5	1	1	3.114629259	3.802004008	8.340895679	4.18496994	8.173778435	3.743086172	8.366606024	2	-	2
150505_1345	2	subjects	131	14	2	11.16191766	0	2.5	1	1	4.32244489	4.018036072	11.87522397	3.114629259	11.45360254	4.4501002	12.076869	1	-	2
150505_1345	2	subjects	131	15	2	10.99034236	0	2.5	1	2	3.684168337	4.4501002	12.076869	3.703807615	11.72857303	3.114629259	11.45360254	1	-	3
150505_1345	2	subjects	131	16	2	14.44158439	0	2.5	1	1	3.821643287	5	7.818118659	3.743086172	8.366606024	3.802004008	8.340895679	2	-	1
150505_1345	2	subjects	131	17	3	12.48387253	0	2.5	1	2	3.77254509	3.438677355	12.26405146	3.723446894	12.45154591	3.713627255	12.44508058	1	-	4
150505_1345	2	subjects	131	18	3	12.1843422	0	2.5	1	1	5	3.890380762	23.07066286	1.326382328	14.45629806	5	26.79869357	2	-	2
150505_1345	2	subjects	131	19	3	13.17566237	0	2.5	1	3	4.823246493	3.723446894	12.45154591	3.438677355	12.26405146	4.135871743	12.72308958	1	-	2
150505_1345	2	subjects	131	20	3	11.85831053	0	2.5	1	1	4.253707415	1.759519038	15.91152423	5	26.79869357	3.890380762	23.07066286	2	-	1
150505_1345	2	subjects	131	21	3	12.32870472	0	2.5	1	1	3.536873747	3.713627255	12.44508058	4.135871743	12.72308958	3.723446894	12.45154591	1	-	1
150505_1345	2	subjects	131	22	3	11.8044717	0	2.5	1	0	4.130469332	5	26.79869357	1.759519038	15.91152423	1.326382328	14.45629806	2	-	3
150505_1345	2	subjects	131	23	3	11.89552791	0	2.5	1	0	2.878957916	4.135871743	12.72308958	3.713627255	12.44508058	3.438677355	12.26405146	1	-	3
150505_1345	2	subjects	131	24	3	10.85018626	0	2.5	1	1	1.946092184	1.326382328	14.45629806	3.890380762	23.07066286	1.759519038	15.91152423	2	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	131	1	4	8														
150505_1345	2	displayorder	131	2	6	3														
150505_1345	2	displayorder	131	3	2	5														
150505_1345	2	displayorder	131	4	7	1														
150505_1345	2	displayorder	131	5	3	6														
150505_1345	2	displayorder	131	6	5	2														
150505_1345	2	displayorder	131	7	8	4														
150505_1345	2	displayorder	131	8	1	7														
150505_1345	2	displayorder	131	9	12	14														
150505_1345	2	displayorder	131	10	11	16														
150505_1345	2	displayorder	131	11	13	10														
150505_1345	2	displayorder	131	12	15	9														
150505_1345	2	displayorder	131	13	16	11														
150505_1345	2	displayorder	131	14	9	15														
150505_1345	2	displayorder	131	15	14	12														
150505_1345	2	displayorder	131	16	10	13														
150505_1345	2	displayorder	131	17	23	21														
150505_1345	2	displayorder	131	18	20	22														
150505_1345	2	displayorder	131	19	21	23														
150505_1345	2	displayorder	131	20	24	18														
150505_1345	2	displayorder	131	21	17	19														
150505_1345	2	displayorder	131	22	18	24														
150505_1345	2	displayorder	131	23	19	17														
150505_1345	2	displayorder	131	24	22	20														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	132	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	132	1	1	13.52895516	0	2.5	1	1	3.438677355	3.468136273	8.50606686	4.126052104	8.222663271	4.970541082	7.858891501	2	-	4
150505_1345	2	subjects	132	2	1	17.38352955	0	2.5	1	1	5	2.643286573	12.01953609	2.947695391	12.25211192	5	13.82012323	1	-	2
150505_1345	2	subjects	132	3	1	14.30937704	0	2.5	1	2	2.918236473	5	13.82012323	4.273346693	13.26494219	2.947695391	12.25211192	1	-	3
150505_1345	2	subjects	132	4	1	13.13593498	0	2.5	1	1	3.055711423	4.155511022	8.209973558	4.970541082	7.858891501	3.468136273	8.50606686	2	-	3
150505_1345	2	subjects	132	5	1	15.67244466	0	2.5	1	1	3.841282565	2.947695391	12.25211192	2.643286573	12.01953609	4.273346693	13.26494219	1	-	4
150505_1345	2	subjects	132	6	1	13.22182309	0	2.5	1	1	2.181763527	4.273346693	13.26494219	5	13.82012323	2.643286573	12.01953609	1	-	1
150505_1345	2	subjects	132	7	1	14.09329183	0	2.5	1	2	3.988577154	4.126052104	8.222663271	3.468136273	8.50606686	4.155511022	8.209973558	2	-	2
150505_1345	2	subjects	132	8	1	14.1336016	0	2.5	1	2	4.027855711	4.970541082	7.858891501	4.155511022	8.209973558	4.126052104	8.222663271	2	-	1
150505_1345	2	subjects	132	9	2	10.40048924	0	2.5	1	2	3.458316633	3.713627255	10.99826122	4.32244489	11.16191766	3.860921844	11.03785552	1	-	1
150505_1345	2	subjects	132	10	2	10.68669857	0	2.5	1	2	4.292985972	3.379759519	13.92801891	3.821643287	14.44158439	4.018036072	14.66983571	2	-	4
150505_1345	2	subjects	132	11	2	10.68041564	0	2.5	1	1	4.253707415	3.114629259	13.61987963	4.018036072	14.66983571	3.379759519	13.92801891	2	-	3
150505_1345	2	subjects	132	12	2	10.42550677	0	2.5	1	1	3.674348697	3.684168337	10.99034236	3.860921844	11.03785552	3.713627255	10.99826122	1	-	4
150505_1345	2	subjects	132	13	2	10.52962533	0	2.5	1	3	3.311022044	3.821643287	14.44158439	3.379759519	13.92801891	3.114629259	13.61987963	2	-	2
150505_1345	2	subjects	132	14	2	10.54035994	0	2.5	1	1	4.666132265	3.860921844	11.03785552	3.684168337	10.99034236	4.32244489	11.16191766	1	-	2
150505_1345	2	subjects	132	15	2	10.46530737	0	2.5	1	2	4.018036072	4.32244489	11.16191766	3.713627255	10.99826122	3.684168337	10.99034236	1	-	3
150505_1345	2	subjects	132	16	2	10.62229854	0	2.5	1	1	3.890380762	4.018036072	14.66983571	3.114629259	13.61987963	3.821643287	14.44158439	2	-	1
150505_1345	2	subjects	132	17	3	12.99333479	0	2.5	1	2	3.743086172	2.878957916	11.89552791	3.536873747	12.32870472	3.77254509	12.48387253	1	-	4
150505_1345	2	subjects	132	18	3	22.10812913	0	2.5	1	1	5	4.253707415	11.85831053	4.130469332	11.8044717	5	12.1843422	2	-	2
150505_1345	2	subjects	132	19	3	13.53517358	0	2.5	1	3	4.420641283	3.536873747	12.32870472	2.878957916	11.89552791	4.823246493	13.17566237	1	-	2
150505_1345	2	subjects	132	20	3	20.51490316	0	2.5	1	1	4.342084168	1.946092184	10.85018626	5	12.1843422	4.253707415	11.85831053	2	-	1
150505_1345	2	subjects	132	21	3	12.6242562	0	2.5	1	1	3.281563126	3.77254509	12.48387253	4.823246493	13.17566237	3.536873747	12.32870472	1	-	1
150505_1345	2	subjects	132	22	3	14.14199928	0	2.5	1	2	1.710420842	5	12.1843422	1.946092184	10.85018626	4.130469332	11.8044717	2	-	3
150505_1345	2	subjects	132	23	3	12.69493082	0	2.5	1	1	3.36993988	4.823246493	13.17566237	3.77254509	12.48387253	2.878957916	11.89552791	1	-	3
150505_1345	2	subjects	132	24	3	14.42735319	0	2.5	1	1	1.828256513	4.130469332	11.8044717	4.253707415	11.85831053	1.946092184	10.85018626	2	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	132	1	4	8														
150505_1345	2	displayorder	132	2	6	3														
150505_1345	2	displayorder	132	3	2	5														
150505_1345	2	displayorder	132	4	7	1														
150505_1345	2	displayorder	132	5	3	6														
150505_1345	2	displayorder	132	6	5	2														
150505_1345	2	displayorder	132	7	8	4														
150505_1345	2	displayorder	132	8	1	7														
150505_1345	2	displayorder	132	9	12	14														
150505_1345	2	displayorder	132	10	11	16														
150505_1345	2	displayorder	132	11	13	10														
150505_1345	2	displayorder	132	12	15	9														
150505_1345	2	displayorder	132	13	16	11														
150505_1345	2	displayorder	132	14	9	15														
150505_1345	2	displayorder	132	15	14	12														
150505_1345	2	displayorder	132	16	10	13														
150505_1345	2	displayorder	132	17	23	21														
150505_1345	2	displayorder	132	18	20	22														
150505_1345	2	displayorder	132	19	21	23														
150505_1345	2	displayorder	132	20	24	18														
150505_1345	2	displayorder	132	21	17	19														
150505_1345	2	displayorder	132	22	18	24														
150505_1345	2	displayorder	132	23	19	17														
150505_1345	2	displayorder	132	24	22	20														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	133	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	133	1	1	10.95920772	0	2.5	1	1	4.548296593	3.055711423	13.13593498	4.027855711	14.1336016	3.438677355	13.52895516	2	-	4
150505_1345	2	subjects	133	2	1	12.29991222	0	2.5	1	1	5	2.181763527	13.22182309	2.918236473	14.30937704	5	17.38352955	1	-	2
150505_1345	2	subjects	133	3	1	11.83919233	0	2.5	1	2	3.998396794	5	17.38352955	3.841282565	15.67244466	2.918236473	14.30937704	1	-	3
150505_1345	2	subjects	133	4	1	10.6340762	0	2.5	1	2	3.006613226	3.988577154	14.09329183	3.438677355	13.52895516	3.055711423	13.13593498	2	-	3
150505_1345	2	subjects	133	5	1	11.654001	0	2.5	1	3	3.595791583	2.918236473	14.30937704	2.181763527	13.22182309	3.841282565	15.67244466	1	-	4
150505_1345	2	subjects	133	6	1	11.24296659	0	2.5	1	2	2.702204409	3.841282565	15.67244466	5	17.38352955	2.181763527	13.22182309	1	-	1
150505_1345	2	subjects	133	7	1	10.85980445	0	2.5	1	1	4.076953908	4.027855711	14.1336016	3.055711423	13.13593498	3.988577154	14.09329183	2	-	2
150505_1345	2	subjects	133	8	1	10.85152085	0	2.5	1	2	4.037675351	3.438677355	13.52895516	3.988577154	14.09329183	4.027855711	14.1336016	2	-	1
150505_1345	2	subjects	133	9	2	8.138741462	0	2.5	1	2	4.008216433	3.674348697	10.42550677	4.666132265	10.54035994	3.458316633	10.40048924	1	-	1
150505_1345	2	subjects	133	10	2	12.60296146	0	2.5	1	2	3.831462926	4.253707415	10.68041564	3.890380762	10.62229854	4.292985972	10.68669857	2	-	4
150505_1345	2	subjects	133	11	2	12.93651738	0	2.5	1	1	4.32244489	3.311022044	10.52962533	4.292985972	10.68669857	4.253707415	10.68041564	2	-	3
150505_1345	2	subjects	133	12	2	8.125061895	0	2.5	1	1	4.037675351	4.018036072	10.46530737	3.458316633	10.40048924	3.674348697	10.42550677	1	-	4
150505_1345	2	subjects	133	13	2	12.0359164	0	2.5	1	1	2.996793587	3.890380762	10.62229854	4.253707415	10.68041564	3.311022044	10.52962533	2	-	2
150505_1345	2	subjects	133	14	2	7.75115375	0	2.5	1	2	4.842885772	3.458316633	10.40048924	4.018036072	10.46530737	4.666132265	10.54035994	1	-	2
150505_1345	2	subjects	133	15	2	8.193459727	0	2.5	1	1	3.890380762	4.666132265	10.54035994	3.674348697	10.42550677	4.018036072	10.46530737	1	-	3
150505_1345	2	subjects	133	16	2	12.60296146	0	2.5	1	1	3.831462926	4.292985972	10.68669857	3.311022044	10.52962533	3.890380762	10.62229854	2	-	1
150505_1345	2	subjects	133	17	3	10.93609459	0	2.5	1	1	3.752905812	3.36993988	12.69493082	3.281563126	12.6242562	3.743086172	12.99333479	1	-	4
150505_1345	2	subjects	133	18	3	10.1311239	0	2.5	1	1	5	4.342084168	20.51490316	1.710420842	14.14199928	5	22.10812913	2	-	2
150505_1345	2	subjects	133	19	3	11.24715971	0	2.5	1	2	5	3.281563126	12.6242562	3.36993988	12.69493082	4.420641283	13.53517358	1	-	2
150505_1345	2	subjects	133	20	3	10.12854872	0	2.5	1	2	4.901803607	1.828256513	14.42735319	5	22.10812913	4.342084168	20.51490316	2	-	1
150505_1345	2	subjects	133	21	3	10.8601653	0	2.5	1	2	3.448496994	3.743086172	12.99333479	4.420641283	13.53517358	3.281563126	12.6242562	1	-	1
150505_1345	2	subjects	133	22	3	10.03919002	0	2.5	1	1	1.494388778	5	22.10812913	1.828256513	14.42735319	1.710420842	14.14199928	2	-	3
150505_1345	2	subjects	133	23	3	10.85036798	0	2.5	1	2	3.409218437	4.420641283	13.53517358	3.743086172	12.99333479	3.36993988	12.69493082	1	-	3
150505_1345	2	subjects	133	24	3	10.11963633	0	2.5	1	0	4.561957719	1.710420842	14.14199928	4.342084168	20.51490316	1.828256513	14.42735319	2	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	133	1	4	8														
150505_1345	2	displayorder	133	2	6	3														
150505_1345	2	displayorder	133	3	2	5														
150505_1345	2	displayorder	133	4	7	1														
150505_1345	2	displayorder	133	5	3	6														
150505_1345	2	displayorder	133	6	5	2														
150505_1345	2	displayorder	133	7	8	4														
150505_1345	2	displayorder	133	8	1	7														
150505_1345	2	displayorder	133	9	12	14														
150505_1345	2	displayorder	133	10	11	16														
150505_1345	2	displayorder	133	11	13	10														
150505_1345	2	displayorder	133	12	15	9														
150505_1345	2	displayorder	133	13	16	11														
150505_1345	2	displayorder	133	14	9	15														
150505_1345	2	displayorder	133	15	14	12														
150505_1345	2	displayorder	133	16	10	13														
150505_1345	2	displayorder	133	17	23	21														
150505_1345	2	displayorder	133	18	20	22														
150505_1345	2	displayorder	133	19	21	23														
150505_1345	2	displayorder	133	20	24	18														
150505_1345	2	displayorder	133	21	17	19														
150505_1345	2	displayorder	133	22	18	24														
150505_1345	2	displayorder	133	23	19	17														
150505_1345	2	displayorder	133	24	22	20														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	134	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	134	1	1	9.652029773	0	2.5	1	1	4.626853707	3.006613226	10.6340762	4.037675351	10.85152085	4.548296593	10.95920772	2	-	4
150505_1345	2	subjects	134	2	1	16.86285682	0	2.5	1	1	5	2.702204409	11.24296659	3.998396794	11.83919233	5	12.29991222	1	-	2
150505_1345	2	subjects	134	3	1	14.04592228	0	2.5	1	3	2.947695391	5	12.29991222	3.595791583	11.654001	3.998396794	11.83919233	1	-	3
150505_1345	2	subjects	134	4	1	9.767974634	0	2.5	1	1	3.085170341	4.076953908	10.85980445	4.548296593	10.95920772	3.006613226	10.6340762	2	-	3
150505_1345	2	subjects	134	5	1	14.51765773	0	2.5	1	2	3.291382766	3.998396794	11.83919233	2.702204409	11.24296659	3.595791583	11.654001	1	-	4
150505_1345	2	subjects	134	6	1	13.88418441	0	2.5	1	1	2.829859719	3.595791583	11.654001	5	12.29991222	2.702204409	11.24296659	1	-	1
150505_1345	2	subjects	134	7	1	9.685262376	0	2.5	1	1	4.18496994	4.037675351	10.85152085	3.006613226	10.6340762	4.076953908	10.85980445	2	-	2
150505_1345	2	subjects	134	8	1	9.682308367	0	2.5	1	3	4.224248497	4.548296593	10.95920772	4.076953908	10.85980445	4.037675351	10.85152085	2	-	1
150505_1345	2	subjects	134	9	2	9.564227529	0	2.5	1	1	3.713627255	4.037675351	8.125061895	4.842885772	7.75115375	4.008216433	8.138741462	1	-	1
150505_1345	2	subjects	134	10	2	11.81654112	0	2.5	1	7	3.399398798	4.32244489	12.93651738	3.831462926	12.60296146	3.831462926	12.60296146	2	-	4
150505_1345	2	subjects	134	11	2	12.18910178	0	2.5	1	1	4.096593186	2.996793587	12.0359164	3.831462926	12.60296146	4.32244489	12.93651738	2	-	3
150505_1345	2	subjects	134	12	2	9.545791092	0	2.5	1	3	3.870741483	3.890380762	8.193459727	4.008216433	8.138741462	4.037675351	8.125061895	1	-	4
150505_1345	2	subjects	134	13	2	12.05267112	0	2.5	1	2	3.841282565	3.831462926	12.60296146	4.32244489	12.93651738	2.996793587	12.0359164	2	-	2
150505_1345	2	subjects	134	14	2	9.463979402	0	2.5	1	2	4.567935872	4.008216433	8.138741462	3.890380762	8.193459727	4.842885772	7.75115375	1	-	2
150505_1345	2	subjects	134	15	2	9.526202378	0	2.5	1	2	4.037675351	4.842885772	7.75115375	4.037675351	8.125061895	3.890380762	8.193459727	1	-	3
150505_1345	2	subjects	134	16	2	12.05791845	0	2.5	1	1	3.851102204	3.831462926	12.60296146	2.996793587	12.0359164	3.831462926	12.60296146	2	-	1
150505_1345	2	subjects	134	17	3	10.64452776	0	2.5	1	1	3.733266533	3.409218437	10.85036798	3.448496994	10.8601653	3.752905812	10.93609459	1	-	4
150505_1345	2	subjects	134	18	3	22.06081711	0	2.5	1	1	5	4.901803607	10.12854872	1.494388778	10.03919002	5	10.1311239	2	-	2
150505_1345	2	subjects	134	19	3	10.86322227	0	2.5	1	6	5	3.448496994	10.8601653	3.409218437	10.85036798	5	11.24715971	1	-	2
150505_1345	2	subjects	134	20	3	21.63445877	0	2.5	1	2	4.823246493	4.561957719	10.11963633	5	10.1311239	4.901803607	10.12854872	2	-	1
150505_1345	2	subjects	134	21	3	10.62418409	0	2.5	1	2	3.615430862	3.752905812	10.93609459	5	11.24715971	3.448496994	10.8601653	1	-	1
150505_1345	2	subjects	134	22	3	13.03623216	0	2.5	1	1	1.258717435	5	10.1311239	4.561957719	10.11963633	1.494388778	10.03919002	2	-	3
150505_1345	2	subjects	134	23	3	10.58349674	0	2.5	1	2	3.379759519	5	11.24715971	3.752905812	10.93609459	3.409218437	10.85036798	1	-	3
150505_1345	2	subjects	134	24	3	14.36268034	0	2.5	1	1	1.808617234	1.494388778	10.03919002	4.901803607	10.12854872	4.561957719	10.11963633	2	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	134	1	4	8														
150505_1345	2	displayorder	134	2	6	3														
150505_1345	2	displayorder	134	3	2	5														
150505_1345	2	displayorder	134	4	7	1														
150505_1345	2	displayorder	134	5	3	6														
150505_1345	2	displayorder	134	6	5	2														
150505_1345	2	displayorder	134	7	8	4														
150505_1345	2	displayorder	134	8	1	7														
150505_1345	2	displayorder	134	9	12	14														
150505_1345	2	displayorder	134	10	11	16														
150505_1345	2	displayorder	134	11	13	10														
150505_1345	2	displayorder	134	12	15	9														
150505_1345	2	displayorder	134	13	16	11														
150505_1345	2	displayorder	134	14	9	15														
150505_1345	2	displayorder	134	15	14	12														
150505_1345	2	displayorder	134	16	10	13														
150505_1345	2	displayorder	134	17	23	21														
150505_1345	2	displayorder	134	18	20	22														
150505_1345	2	displayorder	134	19	21	23														
150505_1345	2	displayorder	134	20	24	18														
150505_1345	2	displayorder	134	21	17	19														
150505_1345	2	displayorder	134	22	18	24														
150505_1345	2	displayorder	134	23	19	17														
150505_1345	2	displayorder	134	24	22	20														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	135	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	135	1	1	9.50329088	0	2.5	1	1	4.715230461	3.085170341	9.767974634	4.224248497	9.682308367	4.626853707	9.652029773	2	-	4
150505_1345	2	subjects	135	2	1	13.57238714	0	2.5	1	1	5	2.829859719	13.88418441	2.947695391	14.04592228	5	16.86285682	1	-	2
