150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	subjects	261	2	1	12.651971	0	2.5	1	1	4.027855711	3.959118236	8.518385537	4.401002004	8.353020083	3.900200401	8.540434264	2	-	2
150505_1345	2	subjects	261	3	1	10.28268273	0	2.5	1	3	2.00501002	2.849498998	13.33354467	4.479559118	15.24050384	2.270140281	12.65577003	1	-	3
150505_1345	2	subjects	261	4	1	12.4256846	0	2.5	1	1	3.684168337	4.401002004	8.353020083	3.959118236	8.518385537	4.361723447	8.367719235	2	-	4
150505_1345	2	subjects	261	5	1	12.1476756	0	2.5	1	2	3.261923848	3.900200401	8.540434264	4.361723447	8.367719235	4.401002004	8.353020083	2	-	3
150505_1345	2	subjects	261	6	1	10.65094726	0	2.5	1	1	4.617034068	4.7250501	15.52769649	2.270140281	12.65577003	2.849498998	13.33354467	1	-	2
150505_1345	2	subjects	261	7	1	12.65843633	0	2.5	1	1	4.037675351	4.361723447	8.367719235	3.900200401	8.540434264	3.959118236	8.518385537	2	-	1
150505_1345	2	subjects	261	8	1	10.61772039	0	2.5	1	1	4.381362725	2.270140281	12.65577003	4.7250501	15.52769649	4.479559118	15.24050384	1	-	4
150505_1345	2	subjects	261	9	2	10.78294228	0	2.5	1	2	3.203006012	1.751794038	14.76517918	4.292985972	21.67765555	3.104809619	18.44561281	1	-	3
150505_1345	2	subjects	261	10	2	11.2221992	0	2.5	1	1	5	3.104809619	18.44561281	3.428857715	19.32707901	4.292985972	21.67765555	1	-	4
150505_1345	2	subjects	261	11	2	11.29616581	0	2.5	1	2	3.959118236	4.440280561	9.963324592	3.978757515	9.967136636	3.860921844	9.968109924	2	-	3
150505_1345	2	subjects	261	12	2	11.25437306	0	2.5	1	1	3.831462926	3.860921844	9.968109924	3.733266533	9.969164319	3.978757515	9.967136636	2	-	4
150505_1345	2	subjects	261	13	2	10.69358992	0	2.5	1	0	2.837466755	3.428857715	19.32707901	3.104809619	18.44561281	1.751794038	14.76517918	1	-	2
150505_1345	2	subjects	261	14	2	11.33474373	0	2.5	1	1	4.076953908	3.733266533	9.969164319	3.860921844	9.968109924	4.440280561	9.963324592	2	-	2
150505_1345	2	subjects	261	15	2	11.18686169	0	2.5	1	1	3.625250501	3.978757515	9.967136636	4.440280561	9.963324592	3.733266533	9.969164319	2	-	1
150505_1345	2	subjects	261	16	2	11.11898582	0	2.5	1	1	4.577755511	4.292985972	21.67765555	1.751794038	14.76517918	3.428857715	19.32707901	1	-	1
150505_1345	2	subjects	261	17	3	18.3281866	0	2.5	1	2	3.77254509	4.263527054	8.501675367	4.018036072	8.587947878	3.792184369	8.667318588	2	-	2
150505_1345	2	subjects	261	18	3	16.72404293	0	2.5	1	1	3.045891784	4.509018036	8.415402856	3.792184369	8.667318588	4.263527054	8.501675367	2	-	1
150505_1345	2	subjects	261	19	3	11.60422969	0	2.5	1	3	5	3.978757515	10.99126778	2.683009739	10.66844514	4.292985972	11.06955467	1	-	4
150505_1345	2	subjects	261	20	3	11.60422969	0	2.5	1	1	5	2.683009739	10.66844514	3.978757515	10.99126778	4.656312625	11.16007389	1	-	2
150505_1345	2	subjects	261	21	3	21.03788875	0	2.5	1	1	5	4.018036072	8.587947878	4.263527054	8.501675367	4.509018036	8.415402856	2	-	4
150505_1345	2	subjects	261	22	3	12.84374945	0	2.5	1	1	1.288176353	3.792184369	8.667318588	4.509018036	8.415402856	4.018036072	8.587947878	2	-	3
150505_1345	2	subjects	261	23	3	10.91740077	0	2.5	1	1	2.859318637	4.292985972	11.06955467	4.656312625	11.16007389	2.683009739	10.66844514	1	-	1
150505_1345	2	subjects	261	24	3	10.84808776	0	2.5	1	1	2.643286573	4.656312625	11.16007389	4.292985972	11.06955467	3.978757515	10.99126778	1	-	3
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	261	1	8	6														
150505_1345	2	displayorder	261	2	7	5														
150505_1345	2	displayorder	261	3	6	8														
150505_1345	2	displayorder	261	4	5	7														
150505_1345	2	displayorder	261	5	2	4														
150505_1345	2	displayorder	261	6	1	3														
150505_1345	2	displayorder	261	7	4	2														
150505_1345	2	displayorder	261	8	3	1														
150505_1345	2	displayorder	261	9	13	10														
150505_1345	2	displayorder	261	10	9	16														
150505_1345	2	displayorder	261	11	14	12														
150505_1345	2	displayorder	261	12	11	15														
150505_1345	2	displayorder	261	13	16	9														
150505_1345	2	displayorder	261	14	15	11														
150505_1345	2	displayorder	261	15	12	14														
150505_1345	2	displayorder	261	16	10	13														
150505_1345	2	displayorder	261	17	18	22														
150505_1345	2	displayorder	261	18	21	17														
150505_1345	2	displayorder	261	19	24	23														
150505_1345	2	displayorder	261	20	23	24														
150505_1345	2	displayorder	261	21	22	18														
150505_1345	2	displayorder	261	22	17	21														
150505_1345	2	displayorder	261	23	19	20														
150505_1345	2	displayorder	261	24	20	19														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	262	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	262	1	1	11.44776166	0	2.5	1	1	4.911623246	4.381362725	10.61772039	4.617034068	10.65094726	4.774148297	10.67309852	1	-	1
150505_1345	2	subjects	262	2	1	9.118964507	0	2.5	1	2	4.037675351	4.037675351	12.65843633	3.261923848	12.1476756	4.027855711	12.651971	2	-	2
150505_1345	2	subjects	262	3	1	10.53021782	0	2.5	1	3	1.798797595	4.617034068	10.65094726	4.381362725	10.61772039	2.00501002	10.28268273	1	-	3
150505_1345	2	subjects	262	4	1	9.12539255	0	2.5	1	1	4.008216433	3.261923848	12.1476756	4.037675351	12.65843633	3.684168337	12.4256846	2	-	4
150505_1345	2	subjects	262	5	1	9.063254798	0	2.5	1	3	4.292985972	4.027855711	12.651971	3.684168337	12.4256846	3.261923848	12.1476756	2	-	3
150505_1345	2	subjects	262	6	1	11.34935001	0	2.5	1	1	4.577755511	4.774148297	10.67309852	2.00501002	10.28268273	4.617034068	10.65094726	1	-	2
150505_1345	2	subjects	262	7	1	9.123249869	0	2.5	1	1	4.018036072	3.684168337	12.4256846	4.027855711	12.651971	4.037675351	12.65843633	2	-	1
150505_1345	2	subjects	262	8	1	11.25383283	0	2.5	1	1	4.253707415	2.00501002	10.28268273	4.774148297	10.67309852	4.381362725	10.61772039	1	-	4
150505_1345	2	subjects	262	9	2	10.68280442	0	2.5	1	1	3.036072144	2.837466755	10.69358992	5	11.2221992	3.203006012	10.78294228	1	-	3
150505_1345	2	subjects	262	10	2	11.12448648	0	2.5	1	1	5	3.203006012	10.78294228	4.577755511	11.11898582	5	11.2221992	1	-	4
150505_1345	2	subjects	262	11	2	10.6534844	0	2.5	1	1	4.253707415	4.076953908	11.33474373	3.831462926	11.25437306	3.959118236	11.29616581	2	-	3
150505_1345	2	subjects	262	12	2	10.60370186	0	2.5	1	2	3.929659319	3.959118236	11.29616581	3.625250501	11.18686169	3.831462926	11.25437306	2	-	4
150505_1345	2	subjects	262	13	2	10.90106207	0	2.5	1	0	4.006549164	4.577755511	11.11898582	3.203006012	10.78294228	2.837466755	10.69358992	1	-	2
150505_1345	2	subjects	262	14	2	10.63990735	0	2.5	1	2	4.165330661	3.625250501	11.18686169	3.959118236	11.29616581	4.076953908	11.33474373	2	-	2
150505_1345	2	subjects	262	15	2	10.52374808	0	2.5	1	1	3.409218437	3.831462926	11.25437306	4.076953908	11.33474373	3.625250501	11.18686169	2	-	1
150505_1345	2	subjects	262	16	2	10.81085767	0	2.5	1	0	3.605457627	5	11.2221992	2.837466755	10.69358992	4.577755511	11.11898582	1	-	1
150505_1345	2	subjects	262	17	3	11.20725517	0	2.5	1	3	3.762725451	3.045891784	16.72404293	1.288176353	12.84374945	3.77254509	18.3281866	2	-	2
150505_1345	2	subjects	262	18	3	11.51916372	0	2.5	1	1	4.734869739	5	21.03788875	3.77254509	18.3281866	3.045891784	16.72404293	2	-	1
150505_1345	2	subjects	262	19	3	13.36185002	0	2.5	1	2	5	2.643286573	10.84808776	2.859318637	10.91740077	5	11.60422969	1	-	4
150505_1345	2	subjects	262	20	3	13.36185002	0	2.5	1	1	5	2.859318637	10.91740077	2.643286573	10.84808776	5	11.60422969	1	-	2
150505_1345	2	subjects	262	21	3	11.60422969	0	2.5	1	1	5	1.288176353	12.84374945	3.045891784	16.72404293	5	21.03788875	2	-	4
150505_1345	2	subjects	262	22	3	10.64329932	0	2.5	1	1	2.00501002	3.77254509	18.3281866	5	21.03788875	1.288176353	12.84374945	2	-	3
150505_1345	2	subjects	262	23	3	11.71124229	0	2.5	1	3	2.54509018	5	11.60422969	5	11.60422969	2.859318637	10.91740077	1	-	1
150505_1345	2	subjects	262	24	3	11.64521799	0	2.5	1	1	2.446893788	5	11.60422969	5	11.60422969	2.643286573	10.84808776	1	-	3
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	262	1	8	6														
150505_1345	2	displayorder	262	2	7	5														
150505_1345	2	displayorder	262	3	6	8														
150505_1345	2	displayorder	262	4	5	7														
150505_1345	2	displayorder	262	5	2	4														
150505_1345	2	displayorder	262	6	1	3														
150505_1345	2	displayorder	262	7	4	2														
150505_1345	2	displayorder	262	8	3	1														
150505_1345	2	displayorder	262	9	13	10														
150505_1345	2	displayorder	262	10	9	16														
150505_1345	2	displayorder	262	11	14	12														
150505_1345	2	displayorder	262	12	11	15														
150505_1345	2	displayorder	262	13	16	9														
150505_1345	2	displayorder	262	14	15	11														
150505_1345	2	displayorder	262	15	12	14														
150505_1345	2	displayorder	262	16	10	13														
150505_1345	2	displayorder	262	17	18	22														
150505_1345	2	displayorder	262	18	21	17														
150505_1345	2	displayorder	262	19	24	23														
150505_1345	2	displayorder	262	20	23	24														
150505_1345	2	displayorder	262	21	22	18														
150505_1345	2	displayorder	262	22	17	21														
150505_1345	2	displayorder	262	23	19	20														
150505_1345	2	displayorder	262	24	20	19														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	263	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	263	1	1	9.633567215	0	2.5	1	1	4.872344689	4.253707415	11.25383283	4.577755511	11.34935001	4.911623246	11.44776166	1	-	1
150505_1345	2	subjects	263	2	1	10.04100499	0	2.5	1	2	4.037675351	4.018036072	9.123249869	4.292985972	9.063254798	4.037675351	9.118964507	2	-	2
150505_1345	2	subjects	263	3	1	9.843301869	0	2.5	1	4	2.083567134	4.577755511	11.34935001	4.253707415	11.25383283	1.798797595	10.53021782	1	-	3
150505_1345	2	subjects	263	4	1	10.04110471	0	2.5	1	5	4.04749499	4.292985972	9.063254798	4.018036072	9.123249869	4.008216433	9.12539255	2	-	4
150505_1345	2	subjects	263	5	1	10.0402072	0	2.5	1	2	3.959118236	4.037675351	9.118964507	4.008216433	9.12539255	4.292985972	9.063254798	2	-	3
150505_1345	2	subjects	263	6	1	9.629874704	0	2.5	1	0	4.921442886	4.911623246	11.44776166	1.798797595	10.53021782	4.577755511	11.34935001	1	-	2
150505_1345	2	subjects	263	7	1	10.04000775	0	2.5	1	1	3.939478958	4.008216433	9.12539255	4.037675351	9.118964507	4.018036072	9.123249869	2	-	1
150505_1345	2	subjects	263	8	1	9.680831363	0	2.5	1	3	4.243887776	1.798797595	10.53021782	4.911623246	11.44776166	4.253707415	11.25383283	1	-	4
150505_1345	2	subjects	263	9	2	15.60161177	0	2.5	1	1	3.477955912	4.006549164	10.90106207	5	11.12448648	3.036072144	10.68280442	1	-	3
150505_1345	2	subjects	263	10	2	18.05302297	0	2.5	1	1	5	3.036072144	10.68280442	3.605457627	10.81085767	5	11.12448648	1	-	4
150505_1345	2	subjects	263	11	2	12.61624402	0	2.5	1	1	4.04749499	4.165330661	10.63990735	3.929659319	10.60370186	4.253707415	10.6534844	2	-	3
150505_1345	2	subjects	263	12	2	12.60815895	0	2.5	1	0	4.034986868	4.253707415	10.6534844	3.409218437	10.52374808	3.929659319	10.60370186	2	-	4
150505_1345	2	subjects	263	13	2	12.35352332	0	2.5	1	0	1.461266983	3.605457627	10.81085767	3.036072144	10.68280442	4.006549164	10.90106207	1	-	2
150505_1345	2	subjects	263	14	2	12.63528585	0	2.5	1	1	4.076953908	3.409218437	10.52374808	4.253707415	10.6534844	4.165330661	10.63990735	2	-	2
150505_1345	2	subjects	263	15	2	11.85457076	0	2.5	1	2	2.869138277	3.929659319	10.60370186	4.165330661	10.63990735	3.409218437	10.52374808	2	-	1
150505_1345	2	subjects	263	16	2	16.18678735	0	2.5	1	1	3.841282565	5	11.12448648	4.006549164	10.90106207	3.605457627	10.81085767	1	-	1
150505_1345	2	subjects	263	17	3	11.62998169	0	2.5	1	2	3.762725451	4.734869739	11.51916372	2.00501002	10.64329932	3.762725451	11.20725517	2	-	2
150505_1345	2	subjects	263	18	3	12.16595884	0	2.5	1	1	5	5	11.60422969	3.762725451	11.20725517	4.734869739	11.51916372	2	-	1
150505_1345	2	subjects	263	19	3	24.72324005	0	2.5	1	1	5	2.446893788	11.64521799	2.54509018	11.71124229	5	13.36185002	1	-	4
150505_1345	2	subjects	263	20	3	24.72324005	0	2.5	1	1	5	2.54509018	11.71124229	2.446893788	11.64521799	5	13.36185002	1	-	2
150505_1345	2	subjects	263	21	3	12.16595884	0	2.5	1	1	5	2.00501002	10.64329932	4.734869739	11.51916372	5	11.60422969	2	-	4
150505_1345	2	subjects	263	22	3	10.68138721	0	2.5	1	3	1.572945892	3.762725451	11.20725517	5	11.60422969	2.00501002	10.64329932	2	-	3
150505_1345	2	subjects	263	23	3	10.2944648	0	2.5	1	1	0.1	5	13.36185002	5	13.36185002	2.54509018	11.71124229	1	-	1
150505_1345	2	subjects	263	24	3	16.65584868	0	2.5	1	2	2.260320641	5	13.36185002	5	13.36185002	2.446893788	11.64521799	1	-	3
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	263	1	8	6														
150505_1345	2	displayorder	263	2	7	5														
150505_1345	2	displayorder	263	3	6	8														
150505_1345	2	displayorder	263	4	5	7														
150505_1345	2	displayorder	263	5	2	4														
150505_1345	2	displayorder	263	6	1	3														
150505_1345	2	displayorder	263	7	4	2														
150505_1345	2	displayorder	263	8	3	1														
150505_1345	2	displayorder	263	9	13	10														
150505_1345	2	displayorder	263	10	9	16														
150505_1345	2	displayorder	263	11	14	12														
150505_1345	2	displayorder	263	12	11	15														
150505_1345	2	displayorder	263	13	16	9														
150505_1345	2	displayorder	263	14	15	11														
150505_1345	2	displayorder	263	15	12	14														
150505_1345	2	displayorder	263	16	10	13														
150505_1345	2	displayorder	263	17	18	22														
150505_1345	2	displayorder	263	18	21	17														
150505_1345	2	displayorder	263	19	24	23														
150505_1345	2	displayorder	263	20	23	24														
150505_1345	2	displayorder	263	21	22	18														
150505_1345	2	displayorder	263	22	17	21														
150505_1345	2	displayorder	263	23	19	20														
150505_1345	2	displayorder	263	24	20	19														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	264	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	264	1	1	10.97430034	0	2.5	1	2	4.764328657	4.243887776	9.680831363	4.921442886	9.629874704	4.872344689	9.633567215	1	-	1
150505_1345	2	subjects	264	2	1	12.52652844	0	2.5	1	2	4.096593186	3.939478958	10.04000775	3.959118236	10.0402072	4.037675351	10.04100499	2	-	2
150505_1345	2	subjects	264	3	1	10.44014409	0	2.5	1	2	2.152304609	4.921442886	9.629874704	4.243887776	9.680831363	2.083567134	9.843301869	1	-	3
150505_1345	2	subjects	264	4	1	12.32667537	0	2.5	1	1	3.77254509	3.959118236	10.0402072	3.939478958	10.04000775	4.04749499	10.04110471	2	-	4
150505_1345	2	subjects	264	5	1	11.98147461	0	2.5	1	1	3.212825651	4.037675351	10.04100499	4.04749499	10.04110471	3.959118236	10.0402072	2	-	3
150505_1345	2	subjects	264	6	1	10.90602473	0	2.5	1	1	4.430460922	4.872344689	9.633567215	2.083567134	9.843301869	4.921442886	9.629874704	1	-	2
150505_1345	2	subjects	264	7	1	12.45991075	0	2.5	1	1	3.988577154	4.04749499	10.04110471	4.037675351	10.04100499	3.939478958	10.04000775	2	-	1
150505_1345	2	subjects	264	8	1	10.88594367	0	2.5	1	3	4.332264529	2.083567134	9.843301869	4.872344689	9.633567215	4.243887776	9.680831363	1	-	4
150505_1345	2	subjects	264	9	2	12.1840357	0	2.5	1	1	3.458316633	1.461266983	12.35352332	5	18.05302297	3.477955912	15.60161177	1	-	3
150505_1345	2	subjects	264	10	2	13.15765723	0	2.5	1	1	5	3.477955912	15.60161177	3.841282565	16.18678735	5	18.05302297	1	-	4
150505_1345	2	subjects	264	11	2	14.81231045	0	2.5	1	2	4.086773547	4.076953908	12.63528585	4.034986868	12.60815895	4.04749499	12.61624402	2	-	3
150505_1345	2	subjects	264	12	2	14.58105148	0	2.5	1	1	3.890380762	4.04749499	12.61624402	2.869138277	11.85457076	4.034986868	12.60815895	2	-	4
150505_1345	2	subjects	264	13	2	11.35924804	0	2.5	1	2	2.152304609	3.841282565	16.18678735	3.477955912	15.60161177	1.461266983	12.35352332	1	-	2
150505_1345	2	subjects	264	14	2	14.87012519	0	2.5	1	2	4.135871743	2.869138277	11.85457076	4.04749499	12.61624402	4.076953908	12.63528585	2	-	2
150505_1345	2	subjects	264	15	2	12.59222431	0	2.5	1	1	2.201402806	4.034986868	12.60815895	4.076953908	12.63528585	2.869138277	11.85457076	2	-	1
150505_1345	2	subjects	264	16	2	12.80333711	0	2.5	1	0	4.43895095	5	18.05302297	1.461266983	12.35352332	3.841282565	16.18678735	1	-	1
150505_1345	2	subjects	264	17	3	12.9587766	0	2.5	1	2	3.733266533	5	12.16595884	1.572945892	10.68138721	3.762725451	11.62998169	2	-	2
150505_1345	2	subjects	264	18	3	13.96271814	0	2.5	1	1	5	5	12.16595884	3.762725451	11.62998169	5	12.16595884	2	-	1
150505_1345	2	subjects	264	19	3	19.2632728	0	2.5	1	1	5	2.260320641	16.65584868	0.1	10.2944648	5	24.72324005	1	-	4
150505_1345	2	subjects	264	20	3	18.95400201	0	2.5	1	1	4.833066132	0.1	10.2944648	2.260320641	16.65584868	5	24.72324005	1	-	2
150505_1345	2	subjects	264	21	3	13.62807096	0	2.5	1	2	4.577755511	1.572945892	10.68138721	5	12.16595884	5	12.16595884	2	-	4
150505_1345	2	subjects	264	22	3	11.19993329	0	2.5	1	3	1.514028056	3.762725451	11.62998169	5	12.16595884	1.572945892	10.68138721	2	-	3
150505_1345	2	subjects	264	23	3	11.42234862	0	2.5	1	1	0.767735471	5	24.72324005	5	24.72324005	0.1	10.2944648	1	-	1
150505_1345	2	subjects	264	24	3	15.3695193	0	2.5	1	0	2.898284124	5	24.72324005	5	24.72324005	2.260320641	16.65584868	1	-	3
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	264	1	8	6														
150505_1345	2	displayorder	264	2	7	5														
150505_1345	2	displayorder	264	3	6	8														
150505_1345	2	displayorder	264	4	5	7														
150505_1345	2	displayorder	264	5	2	4														
150505_1345	2	displayorder	264	6	1	3														
150505_1345	2	displayorder	264	7	4	2														
150505_1345	2	displayorder	264	8	3	1														
150505_1345	2	displayorder	264	9	13	10														
150505_1345	2	displayorder	264	10	9	16														
150505_1345	2	displayorder	264	11	14	12														
150505_1345	2	displayorder	264	12	11	15														
150505_1345	2	displayorder	264	13	16	9														
150505_1345	2	displayorder	264	14	15	11														
150505_1345	2	displayorder	264	15	12	14														
150505_1345	2	displayorder	264	16	10	13														
150505_1345	2	displayorder	264	17	18	22														
150505_1345	2	displayorder	264	18	21	17														
150505_1345	2	displayorder	264	19	24	23														
150505_1345	2	displayorder	264	20	23	24														
150505_1345	2	displayorder	264	21	22	18														
150505_1345	2	displayorder	264	22	17	21														
150505_1345	2	displayorder	264	23	19	20														
150505_1345	2	displayorder	264	24	20	19														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	265	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	265	1	1	9.162993539	0	2.5	1	4	4.577755511	4.332264529	10.88594367	4.430460922	10.90602473	4.764328657	10.97430034	1	-	1
150505_1345	2	subjects	265	2	1	7.371576762	0	2.5	1	2	4.008216433	3.988577154	12.45991075	3.212825651	11.98147461	4.096593186	12.52652844	2	-	2
150505_1345	2	subjects	265	3	1	9.434105512	0	2.5	1	0	3.09498998	4.430460922	10.90602473	4.332264529	10.88594367	2.152304609	10.44014409	1	-	3
150505_1345	2	subjects	265	4	1	7.313622927	0	2.5	1	1	4.096593186	3.212825651	11.98147461	3.988577154	12.45991075	3.77254509	12.32667537	2	-	4
150505_1345	2	subjects	265	5	1	6.73408458	0	2.5	1	4	4.980360721	4.096593186	12.52652844	3.77254509	12.32667537	3.212825651	11.98147461	2	-	3
150505_1345	2	subjects	265	6	1	9.22942495	0	2.5	1	1	4.214428858	4.764328657	10.97430034	2.152304609	10.44014409	4.430460922	10.90602473	1	-	2
150505_1345	2	subjects	265	7	1	7.352258817	0	2.5	1	2	4.037675351	3.77254509	12.32667537	4.096593186	12.52652844	3.988577154	12.45991075	2	-	1
150505_1345	2	subjects	265	8	1	9.193516079	0	2.5	1	3	4.410821643	2.152304609	10.44014409	4.764328657	10.97430034	4.332264529	10.88594367	1	-	4
150505_1345	2	subjects	265	9	2	17.15444802	0	2.5	1	1	3.36012024	2.152304609	11.35924804	5	13.15765723	3.458316633	12.1840357	1	-	3
150505_1345	2	subjects	265	10	2	20.64611905	0	2.5	1	1	5	3.458316633	12.1840357	4.43895095	12.80333711	5	13.15765723	1	-	4
150505_1345	2	subjects	265	11	2	13.29966801	0	2.5	1	2	4.018036072	4.135871743	14.87012519	3.890380762	14.58105148	4.086773547	14.81231045	2	-	3
150505_1345	2	subjects	265	12	2	13.71093337	0	2.5	1	2	4.518837675	4.086773547	14.81231045	2.201402806	12.59222431	3.890380762	14.58105148	2	-	4
150505_1345	2	subjects	265	13	2	11.6895081	0	2.5	1	0	0.793485442	4.43895095	12.80333711	3.458316633	12.1840357	2.152304609	11.35924804	1	-	2
150505_1345	2	subjects	265	14	2	13.43675646	0	2.5	1	1	4.18496994	2.201402806	12.59222431	4.086773547	14.81231045	4.135871743	14.87012519	2	-	2
150505_1345	2	subjects	265	15	2	11.69492673	0	2.5	1	2	2.063927856	3.890380762	14.58105148	4.135871743	14.87012519	2.201402806	12.59222431	2	-	1
150505_1345	2	subjects	265	16	2	18.5971145	0	2.5	1	2	4.037675351	5	13.15765723	2.152304609	11.35924804	4.43895095	12.80333711	1	-	1
150505_1345	2	subjects	265	17	3	11.96461867	0	2.5	1	3	3.77254509	5	13.96271814	1.514028056	11.19993329	3.733266533	12.9587766	2	-	2
150505_1345	2	subjects	265	18	3	12.60383723	0	2.5	1	1	5	4.577755511	13.62807096	3.733266533	12.9587766	5	13.96271814	2	-	1
150505_1345	2	subjects	265	19	3	7.181184257	0	2.5	1	4	5	2.898284124	15.3695193	0.767735471	11.42234862	5	19.2632728	1	-	4
150505_1345	2	subjects	265	20	3	7.264223519	0	2.5	1	1	4.852705411	0.767735471	11.42234862	2.898284124	15.3695193	4.833066132	18.95400201	1	-	2
150505_1345	2	subjects	265	21	3	12.32258107	0	2.5	1	1	4.45991984	1.514028056	11.19993329	5	13.96271814	4.577755511	13.62807096	2	-	4
150505_1345	2	subjects	265	22	3	11.0288027	0	2.5	1	1	1.975551102	3.733266533	12.9587766	4.577755511	13.62807096	1.514028056	11.19993329	2	-	3
150505_1345	2	subjects	265	23	3	7.181184257	0	2.5	1	3	5	5	19.2632728	4.833066132	18.95400201	0.767735471	11.42234862	1	-	1
150505_1345	2	subjects	265	24	3	8.814289731	0	2.5	1	1	2.103206413	4.833066132	18.95400201	5	19.2632728	2.898284124	15.3695193	1	-	3
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	265	1	8	6														
150505_1345	2	displayorder	265	2	7	5														
150505_1345	2	displayorder	265	3	6	8														
150505_1345	2	displayorder	265	4	5	7														
150505_1345	2	displayorder	265	5	2	4														
150505_1345	2	displayorder	265	6	1	3														
150505_1345	2	displayorder	265	7	4	2														
150505_1345	2	displayorder	265	8	3	1														
150505_1345	2	displayorder	265	9	13	10														
150505_1345	2	displayorder	265	10	9	16														
150505_1345	2	displayorder	265	11	14	12														
150505_1345	2	displayorder	265	12	11	15														
150505_1345	2	displayorder	265	13	16	9														
150505_1345	2	displayorder	265	14	15	11														
150505_1345	2	displayorder	265	15	12	14														
150505_1345	2	displayorder	265	16	10	13														
150505_1345	2	displayorder	265	17	18	22														
150505_1345	2	displayorder	265	18	21	17														
150505_1345	2	displayorder	265	19	24	23														
150505_1345	2	displayorder	265	20	23	24														
150505_1345	2	displayorder	265	21	22	18														
150505_1345	2	displayorder	265	22	17	21														
150505_1345	2	displayorder	265	23	19	20														
150505_1345	2	displayorder	265	24	20	19														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	266	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	266	1	1	13.20235599	0	2.5	1	0	4.428162102	4.410821643	9.193516079	4.214428858	9.22942495	4.577755511	9.162993539	1	-	1
150505_1345	2	subjects	266	2	1	9.462618435	0	2.5	1	2	4.155511022	4.037675351	7.352258817	4.980360721	6.73408458	4.008216433	7.371576762	2	-	2
150505_1345	2	subjects	266	3	1	11.8050502	0	2.5	1	2	2.495991984	4.214428858	9.22942495	4.410821643	9.193516079	3.09498998	9.434105512	1	-	3
150505_1345	2	subjects	266	4	1	9.551508229	0	2.5	1	1	3.468136273	4.980360721	6.73408458	4.037675351	7.352258817	4.096593186	7.313622927	2	-	4
150505_1345	2	subjects	266	5	1	9.4219831	0	2.5	1	1	4.469739479	4.008216433	7.371576762	4.096593186	7.313622927	4.980360721	6.73408458	2	-	3
150505_1345	2	subjects	266	6	1	12.96257216	0	2.5	1	2	4.096593186	4.577755511	9.162993539	3.09498998	9.434105512	4.214428858	9.22942495	1	-	2
150505_1345	2	subjects	266	7	1	9.467697852	0	2.5	1	0	4.116232465	4.096593186	7.313622927	4.008216433	7.371576762	4.037675351	7.352258817	2	-	1
150505_1345	2	subjects	266	8	1	12.82054492	0	2.5	1	4	3.900200401	3.09498998	9.434105512	4.577755511	9.162993539	4.410821643	9.193516079	1	-	4
150505_1345	2	subjects	266	9	2	12.10272371	0	2.5	1	2	2.063927856	0.793485442	11.6895081	5	20.64611905	3.36012024	17.15444802	1	-	3
